id,source,dateTimeOcurred,nercRegion,areaAffected,disturbanceType,energyLossInMegaWatts,numCustomersAffected,restorationDateTime
3,2011_Annual_Summary.xls,Tue Jan 11 23:08:00 EST 2011,[NPCC],"Athens, New York",0,0,,Tue Jan 11 23:08:00 EST 2011
4,2011_Annual_Summary.xls,Wed Jan 12 06:00:00 EST 2011,[NPCC],Massachusetts,N/A,80000,,Wed Jan 12 14:00:00 EST 2011
5,2011_Annual_Summary.xls,Thu Jan 13 07:21:00 EST 2011,[FRCC],North Florida,150,20900,,Thu Jan 13 08:13:00 EST 2011
6,2011_Annual_Summary.xls,Tue Jan 18 14:00:00 EST 2011,[NPCC],"Whitman, Auburn St Substation, Massachusetts",0,0,,Tue Jan 18 14:00:00 EST 2011
7,2011_Annual_Summary.xls,Sun Jan 23 07:00:00 EST 2011,[WECC],"Franklin County, Idaho",0,0,,Sun Jan 23 13:00:00 EST 2011
8,2011_Annual_Summary.xls,Mon Jan 24 13:20:00 EST 2011,[WECC],"Newman Power Plant, Texas",0,0,,Mon Jan 24 13:30:00 EST 2011
9,2011_Annual_Summary.xls,Tue Jan 25 03:23:00 EST 2011,[RFC],"Newark, Delaware",0,0,,Tue Jan 25 11:00:00 EST 2011
10,2011_Annual_Summary.xls,Wed Jan 26 09:25:00 EST 2011,[WECC],"Carson City, Nevada",0,0,,Thu Jan 27 17:00:00 EST 2011
11,2011_Annual_Summary.xls,Wed Jan 26 09:33:00 EST 2011,[RFC],Michigan,0,0,,Thu Jan 27 15:03:00 EST 2011
12,2011_Annual_Summary.xls,Wed Jan 26 17:00:00 EST 2011,[RFC],"Montgomery and Prince George's County, Maryland and District of Columbia",N/A,210000,,Mon Jan 31 08:00:00 EST 2011
13,2011_Annual_Summary.xls,Wed Jan 26 18:28:00 EST 2011,[RFC],Maryland,N/A,234326,,Sat Jan 29 17:00:00 EST 2011
14,2011_Annual_Summary.xls,Wed Jan 26 19:43:00 EST 2011,[SERC],Northern Virginia,600,150084,,Thu Jan 27 18:18:00 EST 2011
15,2011_Annual_Summary.xls,Thu Jan 27 09:30:00 EST 2011,[RFC],"Hockessin, Delaware",0,0,,Thu Jan 27 09:30:00 EST 2011
16,2011_Annual_Summary.xls,Thu Jan 27 17:00:00 EST 2011,[NPCC],Central New York,108,,,Sun Jan 30 05:00:00 EST 2011
17,2011_Annual_Summary.xls,Mon Jan 31 22:00:00 EST 2011,[RFC],Southwestern Ohio and Indiana,996,272880,,Thu Feb 03 12:00:00 EST 2011
19,2011_Annual_Summary.xls,Tue Feb 01 15:00:00 EST 2011,[RFC],"Indiana, Ohio",UNK,158013,,Thu Feb 03 12:00:00 EST 2011
20,2011_Annual_Summary.xls,Tue Feb 01 21:00:00 EST 2011,[RFC],Northern Illinois,UNK,190000,,Wed Feb 02 14:00:00 EST 2011
21,2011_Annual_Summary.xls,Wed Feb 02 03:00:00 EST 2011,[RFC],"Philadelphia area, Pennsylvania",UNK,213000,,Fri Feb 04 23:59:00 EST 2011
22,2011_Annual_Summary.xls,Wed Feb 02 05:43:00 EST 2011,[TRE],Texas,"4,000",1069730,,Thu Feb 03 10:00:00 EST 2011
23,2011_Annual_Summary.xls,Wed Feb 02 06:22:00 EST 2011,[WECC],Central Arizona,"3,963",69000,,Wed Feb 02 09:57:00 EST 2011
24,2011_Annual_Summary.xls,Wed Feb 02 07:24:00 EST 2011,[WECC],"Dona Ana and El Paso Counties, Texas and Hudspeth County, New Mexico",280,178000,,Wed Feb 02 22:23:00 EST 2011
25,2011_Annual_Summary.xls,Wed Feb 02 17:00:00 EST 2011,[SPP],"Texas Panhandle, Southeastern New Mexico",UNK,,,Thu Feb 03 22:00:00 EST 2011
26,2011_Annual_Summary.xls,Thu Feb 03 15:00:00 EST 2011,[WECC],"San Diego area, California",N/A,,,Fri Feb 04 12:00:00 EST 2011
27,2011_Annual_Summary.xls,Thu Feb 03 14:30:00 EST 2011,[RFC],"Bowie, Maryland",N/A,0,,Thu Feb 03 14:30:00 EST 2011
28,2011_Annual_Summary.xls,Thu Feb 03 22:04:00 EST 2011,[TRE],Texas,400,86013,,Fri Feb 04 12:32:00 EST 2011
29,2011_Annual_Summary.xls,Wed Feb 09 03:45:00 EST 2011,[TRE],"Western Houston, Texas",399,60000,,Wed Feb 09 09:12:00 EST 2011
30,2011_Annual_Summary.xls,Wed Feb 09 14:54:00 EST 2011,[WECC],"University Place, Washington",0,0,,Wed Feb 09 17:00:00 EST 2011
31,2011_Annual_Summary.xls,Wed Feb 09 16:30:00 EST 2011,[TRE],Texas,N/A,,,Thu Feb 10 12:33:00 EST 2011
32,2011_Annual_Summary.xls,Thu Feb 10 13:00:00 EST 2011,[WECC],"LaGrande, Washington",0,0,,Thu Feb 10 13:00:00 EST 2011
33,2011_Annual_Summary.xls,Thu Feb 17 01:25:00 EST 2011,[WECC],Northern and Central California,91,80000,,Sat Feb 19 10:13:00 EST 2011
34,2011_Annual_Summary.xls,Thu Feb 17 13:00:00 EST 2011,[WECC],"Roseville, California",0,0,,Wed Feb 23 16:53:00 EST 2011
35,2011_Annual_Summary.xls,Sat Feb 19 12:30:00 EST 2011,[RFC],"Philadelphia area, Pennsylvania",UNK,118000,,Sun Feb 20 04:00:00 EST 2011
36,2011_Annual_Summary.xls,Sat Feb 19 16:34:00 EST 2011,[RFC],"Harrington, Delaware",0,0,,Sat Feb 19 16:34:00 EST 2011
37,2011_Annual_Summary.xls,Sun Feb 20 16:00:00 EST 2011,[RFC],"Southern Lower Peninsula, Michigan",262,160000,,Wed Feb 23 16:00:00 EST 2011
38,2011_Annual_Summary.xls,Thu Feb 24 16:51:00 EST 2011,[SPP],Arkansas,4,,,Thu Feb 24 16:54:00 EST 2011
39,2011_Annual_Summary.xls,Fri Feb 25 15:20:00 EST 2011,[SERC],Virginia,UNK,50000,,Fri Feb 25 18:00:00 EST 2011
40,2011_Annual_Summary.xls,Fri Feb 25 15:23:00 EST 2011,[RFC],Maryland,UNK,93000,,Sun Feb 27 18:00:00 EST 2011
41,2011_Annual_Summary.xls,Fri Feb 25 08:00:00 EST 2011,[WECC],Northern and Central California,91,80000,,Mon Feb 28 17:30:00 EST 2011
42,2011_Annual_Summary.xls,Fri Feb 25 10:30:00 EST 2011,[WECC],"Salt Lake City, Utah",0,0,,Fri Feb 25 10:45:00 EST 2011
44,2011_Annual_Summary.xls,Tue Mar 01 08:00:00 EST 2011,[NPCC],Western New York,675,,,Sat Mar 05 09:30:00 EST 2011
45,2011_Annual_Summary.xls,Sun Mar 06 02:54:00 EST 2011,[WECC],"Salt Lake City Region, Utah",UNK,0,,Tue Mar 08 08:00:00 EST 2011
46,2011_Annual_Summary.xls,Tue Mar 08 08:00:00 EST 2011,[NPCC],Western New York,676,,,Sun Mar 18 09:00:00 EST 2001
47,2011_Annual_Summary.xls,Thu Mar 10 12:03:00 EST 2011,[TRE],Texas,N/A,,,Fri Mar 11 06:00:00 EST 2011
48,2011_Annual_Summary.xls,Fri Mar 11 07:02:00 EST 2011,[WECC],"Humboldt and Eureka, California",15,6800,,Fri Mar 11 09:15:00 EST 2011
49,2011_Annual_Summary.xls,Sun Mar 13 14:20:00 EDT 2011,[WECC],Oregon,UNK,9000,,Mon Mar 14 15:46:00 EDT 2011
50,2011_Annual_Summary.xls,Mon Mar 14 07:30:00 EDT 2011,[RFC],"Baltimore, Maryland",N/A,,,Mon Mar 14 16:55:00 EDT 2011
51,2011_Annual_Summary.xls,Tue Mar 15 18:00:00 EDT 2011,[TRE],"The Woodlands, Texas",N/A,,,Tue Mar 15 19:14:00 EDT 2011
52,2011_Annual_Summary.xls,Thu Mar 17 07:40:00 EDT 2011,[NPCC],"Deerfield, New Hampshire",N/A,,,Thu Mar 17 11:00:00 EDT 2011
53,2011_Annual_Summary.xls,Fri Mar 18 09:54:00 EDT 2011,[RFC],"Greene County, Ohio",N/A,,,Fri Mar 18 15:34:00 EDT 2011
54,2011_Annual_Summary.xls,Sat Mar 19 23:56:00 EDT 2011,[WECC],Northern and Central California,91,128000,,Thu Mar 24 19:10:00 EDT 2011
55,2011_Annual_Summary.xls,Sun Mar 20 09:44:00 EDT 2011,[WECC],"Los Angeles, California",UNK,79000,,Mon Mar 21 10:00:00 EDT 2011
56,2011_Annual_Summary.xls,Mon Mar 21 12:35:00 EDT 2011,[WECC],Southern California,150,54332,,Mon Mar 21 14:45:00 EDT 2011
57,2011_Annual_Summary.xls,Mon Mar 21 00:57:00 EDT 2011,[NPCC],"Deerfield, New Hampshire",N/A,,,Mon Mar 21 02:29:00 EDT 2011
58,2011_Annual_Summary.xls,Wed Mar 23 18:30:00 EDT 2011,[RFC],"Indiana. Kentucky, Michigan, Ohio, Tennessee, Virginia, West Virginia",UNK,60596,,Thu Mar 24 04:55:00 EDT 2011
59,2011_Annual_Summary.xls,Sun Mar 27 13:27:00 EDT 2011,[WECC],"Sonoma and Central Valley, California",295,165000,,Sun Mar 27 17:00:00 EDT 2011
60,2011_Annual_Summary.xls,Thu Mar 31 14:30:00 EDT 2011,[FRCC],Central and Western Florida,UNK,50000,,Fri Apr 01 23:59:00 EDT 2011
61,2011_Annual_Summary.xls,Thu Mar 31 11:30:00 EDT 2011,[FRCC],"Greater Tampa Bay, Florida",206,87000,,Thu Mar 31 20:30:00 EDT 2011
63,2011_Annual_Summary.xls,Sun Apr 03 20:23:00 EDT 2011,[SERC],Unknown,0,0,,Tue Apr 05 15:00:00 EDT 2011
64,2011_Annual_Summary.xls,Mon Apr 04 11:47:00 EDT 2011,[SERC],"Memphis, Tennessee",359,63000,,Fri Apr 08 00:01:00 EDT 2011
65,2011_Annual_Summary.xls,Mon Apr 04 13:00:00 EDT 2011,[SERC],"Shelby County, Tennessee",300,63000,,Tue Apr 05 00:00:00 EDT 2011
66,2011_Annual_Summary.xls,Mon Apr 04 14:00:00 EDT 2011,[SERC],"Davidson County, Tennessee",300,73000,,Fri Apr 08 00:01:00 EDT 2011
67,2011_Annual_Summary.xls,Mon Apr 04 19:00:00 EDT 2011,[SERC],"Southeast Arkansas, Southeast Louisiana, Western Mississippi, Eastern Texas",UNK,74645,,Tue Apr 05 20:00:00 EDT 2011
68,2011_Annual_Summary.xls,Mon Apr 04 19:00:00 EDT 2011,[RFC],"Kentucky, West Virginia",UNK,52920,,Tue Apr 05 12:00:00 EDT 2011
69,2011_Annual_Summary.xls,Mon Apr 04 21:00:00 EDT 2011,[SERC],"Alabama, Florida, Georgia, Mississippi",674,303434,,Tue Apr 05 23:30:00 EDT 2011
70,2011_Annual_Summary.xls,Tue Apr 05 02:00:00 EDT 2011,[SERC],"North Carolina, South Carolina","1,200",256000,,Thu Apr 07 23:00:00 EDT 2011
71,2011_Annual_Summary.xls,Wed Apr 06 10:50:00 EDT 2011,[RFC],"Felton, Delaware",0,0,,Wed Apr 06 10:50:00 EDT 2011
72,2011_Annual_Summary.xls,Mon Apr 11 17:40:00 EDT 2011,[WECC],"Salt Lake City, Utah",0,0,,Mon Apr 11 17:51:00 EDT 2011
73,2011_Annual_Summary.xls,Sat Apr 16 14:16:00 EDT 2011,[SERC],Central and Eastern North Carolina,UNK,220000,,Sun Apr 17 16:30:00 EDT 2011
74,2011_Annual_Summary.xls,Tue Apr 19 20:00:00 EDT 2011,[SERC],Illinois,UNK,80000,,Tue Apr 19 22:00:00 EDT 2011
75,2011_Annual_Summary.xls,Tue Apr 19 14:01:00 EDT 2011,[WECC],"Graham, Washington",0,0,,Tue Apr 19 16:04:00 EDT 2011
76,2011_Annual_Summary.xls,Tue Apr 19 22:44:00 EDT 2011,[SERC],"Memphis, Tennessee",100,64000,,Wed Apr 20 02:00:00 EDT 2011
77,2011_Annual_Summary.xls,Tue Apr 19 23:02:00 EDT 2011,[SERC],"Memphis, Tennessee",300,105000,,Thu Apr 21 17:32:00 EDT 2011
78,2011_Annual_Summary.xls,Tue Apr 19 23:13:00 EDT 2011,[SERC],"Osceola, Arkansas",22,,,Wed Apr 20 19:14:00 EDT 2011
79,2011_Annual_Summary.xls,Wed Apr 20 02:00:00 EDT 2011,[RFC],"Indiana, Kentucky, Ohio",UNK,165711,,Thu Apr 21 12:00:00 EDT 2011
80,2011_Annual_Summary.xls,Wed Apr 20 08:07:00 EDT 2011,[SERC],"Ruston, Louisiana",33,11000,,Wed Apr 20 08:14:00 EDT 2011
81,2011_Annual_Summary.xls,Thu Apr 21 07:15:00 EDT 2011,[WECC],"Oquirrh Substation, Salt Lake City, Utah",0,0,,Thu Apr 21 16:50:00 EDT 2011
82,2011_Annual_Summary.xls,Thu Apr 21 19:00:00 EDT 2011,[RFC],"Trenton, Michigan",UNK,,,Fri Apr 29 19:05:00 EDT 2011
83,2011_Annual_Summary.xls,Fri Apr 22 21:00:00 EDT 2011,[SERC],"Metro St. Louis area, Missouri",0,55000,,Fri Apr 22 23:00:00 EDT 2011
84,2011_Annual_Summary.xls,Mon Apr 25 16:33:00 EDT 2011,[SERC],Northeast Tennessee,140,,,Mon Apr 25 17:19:00 EDT 2011
85,2011_Annual_Summary.xls,Mon Apr 25 17:30:00 EDT 2011,[SPP],"Arkansas, Louisiana, Mississippi",UNK,141700,,Wed Apr 27 18:00:00 EDT 2011
86,2011_Annual_Summary.xls,Tue Apr 26 05:49:00 EDT 2011,[SPP],Southern Louisiana,120,,,Wed Apr 27 09:59:00 EDT 2011
87,2011_Annual_Summary.xls,Tue Apr 26 09:51:00 EDT 2011,[SERC],"Alabama, Georgia, Mississippi, Tennessee",UNK,55000,,Thu Apr 28 09:51:00 EDT 2011
88,2011_Annual_Summary.xls,Tue Apr 26 13:04:00 EDT 2011,[WECC],"Salt Lake City, Utah",0,0,,Tue Apr 26 14:00:00 EDT 2011
89,2011_Annual_Summary.xls,Tue Apr 26 18:14:00 EDT 2011,[SPP],Eastern Arkansas,50,13000,,Thu Apr 28 17:00:00 EDT 2011
90,2011_Annual_Summary.xls,Wed Apr 27 08:00:00 EDT 2011,[SERC],"Alabama, Florida, Georgia, Mississippi","1,422",426640,,Mon May 02 16:03:00 EDT 2011
91,2011_Annual_Summary.xls,Wed Apr 27 10:00:00 EDT 2011,[SERC],"Alabama, Georgia, Mississippi, Tennessee",UNK,612000,,Fri Apr 29 16:29:00 EDT 2011
92,2011_Annual_Summary.xls,Wed Apr 27 22:00:00 EDT 2011,[SERC],"Ohio, Tennessee, Virginia",0,69000,,Thu Apr 28 10:00:00 EDT 2011
93,2011_Annual_Summary.xls,Thu Apr 28 05:00:00 EDT 2011,[RFC],"Cleveland area, Ohio",UNK,86000,,Sat Apr 30 18:30:00 EDT 2011
94,2011_Annual_Summary.xls,Thu Apr 28 16:09:00 EDT 2011,[WECC],"Phoenix, Arizona",960,,,Thu Apr 28 16:10:00 EDT 2011
96,2011_Annual_Summary.xls,Mon May 02 17:06:00 EDT 2011,,Hawaii,220,62000,,Mon May 02 20:00:00 EDT 2011
97,2011_Annual_Summary.xls,Mon May 02 14:00:00 EDT 2011,[NPCC],"West River Substation, New Haven, Connecticut",0,0,,Mon May 02 14:00:00 EDT 2011
98,2011_Annual_Summary.xls,Mon May 02 08:52:00 EDT 2011,[WECC],"N. Ogden Substation, Ogden, Utah",0,0,,Mon May 02 10:46:00 EDT 2011
99,2011_Annual_Summary.xls,Tue May 03 12:00:00 EDT 2011,[NPCC],"St. Lawrence Power Dam, New York",0,0,,Thu May 05 12:00:00 EDT 2011
100,2011_Annual_Summary.xls,Wed May 04 13:08:00 EDT 2011,[RFC],Maryland,0,0,,Wed May 04 13:25:00 EDT 2011
101,2011_Annual_Summary.xls,Wed May 04 12:20:00 EDT 2011,[RFC],Michigan,0,0,,Wed May 04 15:40:00 EDT 2011
102,2011_Annual_Summary.xls,Thu May 05 09:15:00 EDT 2011,[NPCC],New Hampshire,0,0,,Thu May 05 09:15:00 EDT 2011
103,2011_Annual_Summary.xls,Fri May 06 06:56:00 EDT 2011,[WECC],"Alderwood Substation, Portland, Oregon",0,0,,Fri May 06 10:30:00 EDT 2011
104,2011_Annual_Summary.xls,Sun May 08 19:35:00 EDT 2011,[NPCC],New York,UNK,0,,Sun May 08 19:35:00 EDT 2011
105,2011_Annual_Summary.xls,Mon May 09 13:11:00 EDT 2011,[NPCC],"Milton, New Hampshire",0,0,,Mon May 09 13:11:00 EDT 2011
106,2011_Annual_Summary.xls,Mon May 09 04:08:00 EDT 2011,[RFC],"Holtwood, Pennsylvania",630,,,Mon May 09 06:40:00 EDT 2011
107,2011_Annual_Summary.xls,Tue May 10 22:21:00 EDT 2011,[RFC],"Kentucky, West Virginia",UNK,58000,,Wed May 11 14:25:00 EDT 2011
108,2011_Annual_Summary.xls,Tue May 10 13:45:00 EDT 2011,[NPCC],New Hampshire,0,0,,Tue May 10 15:00:00 EDT 2011
109,2011_Annual_Summary.xls,Tue May 10 03:25:00 EDT 2011,[RFC],"Upper Peninsula, Michigan",585,78213,,Wed May 11 14:10:00 EDT 2011
110,2011_Annual_Summary.xls,Wed May 11 15:55:00 EDT 2011,[MRO],"Colbyville, Haines Road and Arrowhead Substations, Minnesota",0,0,,Thu May 12 13:57:00 EDT 2011
111,2011_Annual_Summary.xls,Wed May 11 13:35:00 EDT 2011,[WECC],"Green River, Wyoming",0,0,,Wed May 11 13:35:00 EDT 2011
112,2011_Annual_Summary.xls,Wed May 11 11:00:00 EDT 2011,[NPCC],"North Chelsea Substation, New York",0,0,,Wed May 11 11:30:00 EDT 2011
113,2011_Annual_Summary.xls,Wed May 11 00:15:00 EDT 2011,[SERC],"Charlotte, North Carolina",300,71000,,Wed May 11 17:20:00 EDT 2011
114,2011_Annual_Summary.xls,Fri May 13 06:00:00 EDT 2011,[WECC],"Salt Lake, Utah",0,0,,Fri May 13 06:00:00 EDT 2011
115,2011_Annual_Summary.xls,Sat May 21 17:00:00 EDT 2011,[WECC],"Dixie Valley Area, Nevada",56,,,Sun May 22 18:34:00 EDT 2011
116,2011_Annual_Summary.xls,Sun May 22 17:09:00 EDT 2011,[SPP],"Joplin, Sarcoxie, and Wentworth, Missouri",200,20000,,Tue May 31 12:01:00 EDT 2011
117,2011_Annual_Summary.xls,Mon May 23 16:45:00 EDT 2011,[RFC],"Central, Indiana","1,024",215387,,Wed May 25 23:59:00 EDT 2011
118,2011_Annual_Summary.xls,Mon May 23 12:30:00 EDT 2011,[SERC],"St. Louis County, Missouri",UNK,70000,,Wed May 25 12:30:00 EDT 2011
119,2011_Annual_Summary.xls,Tue May 24 16:45:00 EDT 2011,[SPP],Central Oklahoma,UNK,54000,,Thu May 26 17:00:00 EDT 2011
120,2011_Annual_Summary.xls,Tue May 24 16:35:00 EDT 2011,[SERC],Eastern Virginia,790,175000,,Wed May 25 12:40:00 EDT 2011
121,2011_Annual_Summary.xls,Tue May 24 09:00:00 EDT 2011,[RFC],"Chicago, Illinois",0,0,,Wed May 25 09:10:00 EDT 2011
122,2011_Annual_Summary.xls,Wed May 25 22:14:00 EDT 2011,[RFC],Central Indiana,200,141000,,Sat May 28 11:00:00 EDT 2011
123,2011_Annual_Summary.xls,Thu May 26 19:56:00 EDT 2011,[RFC],Central Pennsylvania,150,120001,,Fri May 27 18:00:00 EDT 2011
124,2011_Annual_Summary.xls,Thu May 26 18:30:00 EDT 2011,[SERC],"Southern Balancing Area, Georgia",729,218783,,Sat May 28 04:44:00 EDT 2011
125,2011_Annual_Summary.xls,Thu May 26 01:00:00 EDT 2011,[SERC],"Greenwood, Mississippi",30,10000,,Thu May 26 06:00:00 EDT 2011
126,2011_Annual_Summary.xls,Sun May 29 18:30:00 EDT 2011,[RFC],"Mid and Southern Lower Peninsula, Michigan",250,113000,,Tue May 31 22:00:00 EDT 2011
128,2011_Annual_Summary.xls,Thu Jun 02 23:45:00 EDT 2011,[SERC],"Greater Columbia, South Carolina",0,50465,,Sat Jun 04 16:00:00 EDT 2011
129,2011_Annual_Summary.xls,Sat Jun 04 01:17:00 EDT 2011,[WECC],"Midway, California",UNK,420,,Sat Jun 04 03:25:00 EDT 2011
130,2011_Annual_Summary.xls,Sun Jun 05 05:30:00 EDT 2011,[TRE],"Houston Metro-Area, Texas",473,78000,,Mon Jun 06 01:30:00 EDT 2011
131,2011_Annual_Summary.xls,Sun Jun 05 20:02:00 EDT 2011,[WECC],"Melones, California",10,5314,,Sun Jun 05 20:55:00 EDT 2011
132,2011_Annual_Summary.xls,Mon Jun 06 00:13:00 EDT 2011,[SPP],"El Paso County, Texas; Dona Ana County, New Mexico",450,162000,,Mon Jun 06 03:15:00 EDT 2011
133,2011_Annual_Summary.xls,Mon Jun 06 15:00:00 EDT 2011,[SPP],"Eastern, Arkansas",UNK,13000,,Wed Jun 08 15:00:00 EDT 2011
134,2011_Annual_Summary.xls,Tue Jun 07 14:00:00 EDT 2011,[RFC],Ohio,UNK,52747,,Wed Jun 08 06:00:00 EDT 2011
135,2011_Annual_Summary.xls,Wed Jun 08 12:58:00 EDT 2011,[WECC],"Fredrickson Substation, Washington",N/A,,,Wed Jun 08 12:58:00 EDT 2011
136,2011_Annual_Summary.xls,Thu Jun 09 04:30:00 EDT 2011,[RFC],Illinois,UNK,169000,,Thu Jun 09 12:00:00 EDT 2011
137,2011_Annual_Summary.xls,Thu Jun 09 14:15:00 EDT 2011,[WECC],"San Antonio Dam Area, Los Angeles County, California",0,0,,Thu Jun 09 14:15:00 EDT 2011
138,2011_Annual_Summary.xls,Thu Jun 09 17:51:00 EDT 2011,[NPCC],"Western, Massachusetts; Connecticut",0,100000,,Fri Jun 10 12:00:00 EDT 2011
139,2011_Annual_Summary.xls,Sun Jun 12 19:00:00 EDT 2011,[RFC],Virginia,250,56000,,Sun Jun 12 20:30:00 EDT 2011
140,2011_Annual_Summary.xls,Wed Jun 15 16:00:00 EDT 2011,[WECC],"Bingham County, Idaho",N/A,,,Thu Jun 16 06:30:00 EDT 2011
141,2011_Annual_Summary.xls,Wed Jun 15 19:15:00 EDT 2011,[SERC],Georgia,563,169000,,Thu Jun 16 06:00:00 EDT 2011
142,2011_Annual_Summary.xls,Wed Jun 15 19:17:00 EDT 2011,[SERC],"Piedmont, North Carolina",300,70135,,Thu Jun 16 01:45:00 EDT 2011
143,2011_Annual_Summary.xls,Sat Jun 18 15:30:00 EDT 2011,[SERC],"Northern, Georgia",312,93828,,Sun Jun 19 15:42:00 EDT 2011
144,2011_Annual_Summary.xls,Sat Jun 18 16:45:00 EDT 2011,[SPP],"Eastern, Arkansas",UNK,,,Mon Jun 20 23:59:00 EDT 2011
145,2011_Annual_Summary.xls,Sat Jun 18 17:00:00 EDT 2011,[SERC],North Carolina; South Carolina,300,70000,,Sat Jun 18 21:33:00 EDT 2011
146,2011_Annual_Summary.xls,Mon Jun 20 10:36:00 EDT 2011,[WECC],"Collins Substation, Washington",0,0,,Mon Jun 20 10:36:00 EDT 2011
147,2011_Annual_Summary.xls,Tue Jun 21 18:30:00 EDT 2011,[RFC],AEP Region,UNK,56000,,Wed Jun 22 07:00:00 EDT 2011
148,2011_Annual_Summary.xls,Tue Jun 21 21:45:00 EDT 2011,[RFC],Illinois,UNK,300000,,Thu Jun 23 02:00:00 EDT 2011
149,2011_Annual_Summary.xls,Wed Jun 22 09:46:00 EDT 2011,[SERC],"Knoxville, Tennessee",UNK,106300,,Wed Jun 22 09:46:00 EDT 2011
150,2011_Annual_Summary.xls,Wed Jun 22 19:00:00 EDT 2011,[SERC],Alabama; Georgia,316,75101,,Thu Jun 23 01:00:00 EDT 2011
151,2011_Annual_Summary.xls,Wed Jun 22 20:12:00 EDT 2011,[WECC],"Knoble Substation, Spanaway, Washington",0,0,,Wed Jun 22 20:12:00 EDT 2011
152,2011_Annual_Summary.xls,Thu Jun 23 08:10:00 EDT 2011,[NPCC],"Highgate, Vermont",0,0,,Thu Jun 23 09:00:00 EDT 2011
153,2011_Annual_Summary.xls,Fri Jun 24 18:30:00 EDT 2011,[SERC],North/North Central Alabama; Georgia,340,102275,,Sat Jun 25 01:30:00 EDT 2011
154,2011_Annual_Summary.xls,Sun Jun 26 16:46:00 EDT 2011,[SPP],Southwest Kansas,UNK,,,Mon Jun 27 07:59:00 EDT 2011
155,2011_Annual_Summary.xls,Sun Jun 26 18:00:00 EDT 2011,[SERC],Alabama; Georgia,300,90160,,Mon Jun 27 13:00:00 EDT 2011
156,2011_Annual_Summary.xls,Mon Jun 27 00:00:00 EDT 2011,[SERC],Illinois; Missouri,UNK,80000,,Wed Jun 29 01:00:00 EDT 2011
157,2011_Annual_Summary.xls,Mon Jun 27 15:00:00 EDT 2011,[TRE],Texas,0,0,,Mon Jun 27 19:00:00 EDT 2011
158,2011_Annual_Summary.xls,Mon Jun 27 18:55:00 EDT 2011,[WECC],"Olympic Pipeline Substation, Washington",UNK,,,Mon Jun 27 18:55:00 EDT 2011
159,2011_Annual_Summary.xls,Wed Jun 29 11:30:00 EDT 2011,[SPP],"Panhandle and Muleshoe, Texas",0,0,,Wed Jun 29 18:04:00 EDT 2011
160,2011_Annual_Summary.xls,Thu Jun 30 14:11:00 EDT 2011,[WECC],"Phoenix, Arizona","5,299",160000,,Thu Jun 30 23:25:00 EDT 2011
161,2011_Annual_Summary.xls,Thu Jun 30 22:30:00 EDT 2011,[RFC],Illinois,UNK,121000,,Fri Jul 01 17:00:00 EDT 2011
162,2011_Annual_Summary.xls,Thu Jun 30 22:31:00 EDT 2011,[WECC],"Olympic Pipeline Substation, Washington",0,0,,Thu Jun 30 22:31:00 EDT 2011
164,2011_Annual_Summary.xls,Fri Jul 01 08:00:00 EDT 2011,[NPCC],"CONVEX Local Control Center, Connecticut",0,0,,Fri Jul 01 08:01:00 EDT 2011
165,2011_Annual_Summary.xls,Fri Jul 01 16:38:00 EDT 2011,[RFC],Greene County Ohio,N/A,0,,Fri Jul 01 22:38:00 EDT 2011
166,2011_Annual_Summary.xls,Fri Jul 01 17:00:00 EDT 2011,[MRO],Southwest and South Central Minnesota,UNK,70000,,Sun Jul 03 20:00:00 EDT 2011
167,2011_Annual_Summary.xls,Sat Jul 02 20:15:00 EDT 2011,[RFC],"South East, Lower Peninsula, Michigan",UNK,182000,,Wed Jul 06 22:00:00 EDT 2011
168,2011_Annual_Summary.xls,Mon Jul 04 18:00:00 EDT 2011,[SERC],Virginia,150,51580,,Mon Jul 04 21:00:00 EDT 2011
169,2011_Annual_Summary.xls,Tue Jul 05 10:40:00 EDT 2011,[WECC],West Valley Substation Utah,0,0,,Tue Jul 05 11:37:00 EDT 2011
170,2011_Annual_Summary.xls,Wed Jul 06 09:51:00 EDT 2011,[NPCC],Vermont,N/A,,,Wed Jul 06 09:52:00 EDT 2011
171,2011_Annual_Summary.xls,Fri Jul 08 10:00:00 EDT 2011,[MRO],"Saginaw, Minnesota",0,0,,Fri Jul 08 10:00:00 EDT 2011
172,2011_Annual_Summary.xls,Fri Jul 08 10:00:00 EDT 2011,[RFC],"PJM Corporate Office, Pennsylvania",UNK,,,Mon Jul 11 09:00:00 EDT 2011
173,2011_Annual_Summary.xls,Mon Jul 11 09:00:00 EDT 2011,[RFC],Illinois,UNK,500000,,Mon Jul 11 09:00:00 EDT 2011
174,2011_Annual_Summary.xls,Mon Jul 11 09:00:00 EDT 2011,[RFC],Michigan,254,103000,,Mon Jul 11 10:25:00 EDT 2011
175,2011_Annual_Summary.xls,Mon Jul 11 11:15:00 EDT 2011,[RFC],Western and Southern Lower Peninsula Michigan,UNK,85000,,Tue Jul 12 08:15:00 EDT 2011
176,2011_Annual_Summary.xls,Mon Jul 11 13:13:00 EDT 2011,[RFC],Southwest Ohio,0,0,,Mon Jul 11 13:13:00 EDT 2011
177,2011_Annual_Summary.xls,Mon Jul 11 13:30:00 EDT 2011,[NPCC],Maine,N/A,0,,Mon Jul 11 13:30:00 EDT 2011
